id,title,author,publication_year,publisher,price,genre
380062236X,Die externe Rechnungslegung der Kreditinstitute und Finanzdienstleistungsinstitute (Vahlens HandbÃ¼cher der Wirtschafts- und Sozialwissenschaften),Hartmut Bieg,1999,Vahlen,24,Thriller
0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,13,Biography
0679454454,Sick Puppy,Carl Hiaasen,2000,Alfred A. Knopf,34,Drama
0743480562,"CSI, Miami: Heat Wave",Max Allan Collins,2004,Pocket Star,14,Fiction
0312986211,Tempting the Heiress,Barbara Pierce,2004,St. Martin's Paperbacks,16,Cookbooks
0778320294,Mimosa Grove (Mira),Dinah McCall,2004,Mira,33,Fantasy
0425196453,The Marriage Test,Betina Krahn,2004,Berkley Publishing Group,20,Historical Fiction
1575668572,The Dragon Lord's Daughters,Bertrice Small,2004,BRAVA,19,Memoir
0821776126,Getting What You Want,Kathy Love,2004,Zebra Books,27,Travel
0821773429,Perfect Switch,Lisa Plumley,2004,Zebra Books,9,Drama
0060555882,What Memories Remain,Cait London,2004,Avon,12,Poetry
0380811081,Again The Magic,Lisa Kleypas,2004,Avon,23,Poetry
0373250592,The Thin Pink Line (Red Dress Ink),Lauren Baratz-Logsted,2004,Red Dress Ink,15,Graphic Novels
0373285043,With Open Arms (Silhouette Single Title),Nora Roberts,2004,Silhouette,32,Graphic Novels
0399147020,Blood Lure,Nevada Barr,2001,G. P. Putnam's Sons,19,History
0062512668,The Cube,Annie Gottlieb,1995,HarperSanFrancisco,30,Science
0440241162,Nerd in Shining Armor,Vicki Lewis Thompson,2003,Dell Publishing Company,11,Historical Fiction
0439233844,Any Small Goodness: A Novel of the Barrio,Tony Johnston,2003,Scholastic Paperbacks,18,Travel
0785917136,Ravage,Rene Barjavel,1972,French &amp; European Pubns,19,Horror
1930353006,The Toy Factory (Sammy and Brian Mystery),Ken Munro,2000,Masthof Pr,34,Young Adult
0874831121,Homecoming: The Southern Family in Short Fiction,Liz Smith Parkhurst,1990,August House Pub Inc,28,Self-Help
0786866586,Shopgirl : A Novella,Steve Martin,2000,Hyperion Press,12,Fiction
0140254749,Medicine River,Thomas King,1991,Penguin Books,11,Biography
3250600520,Im CafÃ?Â© und auf der Strasse. Geschichten.,HansjÃ?Â¶rg Schneider,2002,Ammann,32,Mystery
3446190295,Die Fehler des Kopisten: Botho Strauss,Botho Strauss,1997,Hanser,17,Cookbooks
3250102342,Das Schimmern der FlÃ¼gel: Jugendmythen,Erika Burkart,1994,Ammann,24,Mystery
342310001X,"Fursorgliche Belagerung (Fiction, Poetry and Drama)",Boll,0,Deutscher Taschenbuch Verlag (DTV),35,Fiction
3406426530,"Erinnerungen an Kreisau, 1930-1945",Freya von Moltke,1997,Beck,12,Mystery
3354005092,August der Starke: Bilder einer Zeit,Reinhard Delau,1989,Mitteldeutscher Verlag,24,Young Adult
3250300020,Nachtbuch fÃ¼r Astrid (Odeon),HansjÃ¶rg Schneider,2000,Ammann,16,Romance
3608958703,Unstete Leute: Roman,Christina Viragh,1992,Klett-Cotta,20,Horror
0061092029,A Marriage Made in Heaven : Or Too Tired for an Affair,Erma Bombeck,1994,HarperTorch,10,Graphic Novels
3718501473,Die USA im RÃ¼ckspiegel: Aufzeichnungen eines Schweizer Amerika-Reisenden,Jacques Wirz,1995,Janus,36,Drama
3453017978,Der Matarese- Bund. Roman.,Robert Ludlum,1983,Heyne,16,Biography
3492230466,Die Akte Odessa. / Das vierte Protokoll.,Frederick Forsyth,2000,Piper,30,Memoir
3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper,33,Memoir
0072521309,Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health,Linda Brower Meeks,2002,McGraw-Hill Companies,35,Mystery
0679756973,An Anthropologist on Mars: Seven Paradoxical Tales,Oliver W. Sacks,1996,Vintage Books USA,25,History
0517886685,"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",Paul Lukas,1997,Three Rivers Press (CA),15,Travel
1570625190,The Tao of Physics,FRITJOF CAPRA,2000,Shambhala,34,Thriller
0670866563,All in the family: A cultural history of family life,Suanne Kelman,1998,Viking,26,Historical Fiction
0375405046,Nobrow: The Culture of Marketing-The Marketing of Culture,John Seabrook,2000,Alfred A. Knopf,13,Self-Help
0316845442,The Pursuit of Pleasure (Pursuit of Pleasure),Lionel Tiger,1993,Little Brown &amp; Co,17,Biography
0140291725,We want some too: Underground desire and the reinvention of mass culture,Hal Niedzviecki,2000,Penguin Putnam,9,Adventure
0029023106,Denial of Death,Ernest Becker,1975,MacMillan Publishing Company.,34,Thriller
0802134254,Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,Woody Allen,1995,Grove Press,19,Adventure
0688156819,The Melancholy Death of Oyster Boy : and Other Stories,Tim Burton,1997,HarperEntertainment,27,Cookbooks
0762403004,"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Steve Moss,1998,Running Press Book Publishers,27,Fiction
0140250840,Scent of Dried Roses,Tim Lott,0,Penguin Putnam~trade,35,Self-Help
0679723226,Double Indemnity (Vintage Crime/Black Lizard),James M. Cain,1989,Vintage,8,Mystery
0679722645,The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,1989,Vintage,12,Cookbooks
0380732181,An Underachiever's Diary,Benjamin Anastas,1999,Perennial,11,Fantasy
0156007754,Blindness (Harvest Book),Jose Saramago,1999,Harvest Books,31,Romance
0553371010,The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,1992,Bantam,18,Fantasy
031205436X,Generation X: Tales for an Accelerated Culture,Douglas Coupland,1992,St. Martin's Press,33,Historical Fiction
1573226521,The Beach,Alex Garland,1998,Riverhead Books,30,Adventure
0671027638,The Fuck Up,Arthur Nersesian,1999,MTV,26,Memoir
0385497091,Thumbsucker,Walter Kirn,1999,Anchor Books/Doubleday,27,Graphic Novels
1573226882,Fever Pitch,Nick Hornby,1998,Riverhead Books,28,Mystery
1573228214,High Fidelity,Nick Hornby,2000,Riverhead Books,35,Cookbooks
0316780812,Sea Glass: A Novel,Anita Shreve,2002,"Little, Brown",28,Self-Help
0515119784,Range of Motion,Elizabeth Berg,1996,Jove Books,13,Adventure
0736909672,"After Anne (Henke, Roxanne, Coming Home to Brewster, 1.)",Roxanne Henke,2002,Harvest House Publishers,24,Science Fiction
0786011963,The Last to Know,Wendy Corsi Staub,2001,Pinnacle Books,17,Adventure
0811825558,The Worst-Case Scenario Survival Handbook,Joshua Piven,1999,Chronicle Books,19,Historical Fiction
0141390972,Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.),Hugh Ross Williamson,2002,Penguin Books,15,Graphic Novels
0062736302,Felinestein : Pampering the Genius in Your Cat,Cindy Ribarich,1999,HarperResource,35,Horror
0071352430,Net Slaves: True Tales of Working the Web,Bill Lessard,1999,McGraw-Hill Trade,31,Horror
0671798553,NEVERMORE,Harold Schechter,1999,Atria,17,History
0060953497,The Keys of Egypt: The Race to Crack the Hieroglyph Code,Lesley Adkins,2001,Perennial,11,Young Adult
0306810646,The Erotomaniac: The Secret Life of Henry Spencer Ashbee,Ian Gibson,2001,Da Capo Press,31,Science
0393318923,A Cabinet of Medical Curiosities,Jan Bondeson,1999,W.W. Norton &amp; Company,28,Mystery
1882114981,"Free Software, Free Society: Selected Essays of Richard M. Stallman",Richard M. Stallman,2002,Free Software Foundation,17,Science Fiction
0471415804,Essential XUL Programming,Vaughn Bullard,2001,Wiley,14,Science
0380788691,"A Secret History : The Book Of Ash, #1 (Book of Ash)",Mary Gentle,1999,Eos,36,Memoir
0515134449,The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1994,Jove Books,26,Science
0596000987,Exim: The Mail Transfer Agent,Philip Hazel,2001,O'Reilly,10,Travel
0134843460,Introduction to Functional Programming (2nd Edition),Bird,1998,Pearson Education,31,Fiction
0064407675,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,36,Young Adult
0767902890,The Things They Carried,TIM O'BRIEN,1998,Broadway,11,Science Fiction
0812213122,Fantastic Archaeology: The Wild Side of North American Prehistory,Stephen Williams,1991,University of Pennsylvania Press,31,Thriller
0879238615,Dr. Bowdler's Legacy: A History of Expurgated Books in England and America,Noel Perrin,1992,David R. Godine Publisher,13,Memoir
0618134786,The Best American Science and Nature Writing 2002 (The Best American (TM)),Natalie Angier,2002,Mariner Books,22,Cookbooks
0312135653,A Monstrous Regiment of Women,Laurie R. King,1995,St Martins Pr,16,History
0375726446,The Future of Ideas: The Fate of the Commons in a Connected World,Lawrence Lessig,2002,Vintage Books USA,28,Horror
037575895X,Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,2003,Random House Trade,19,Adventure
0061092355,Star Trek Memories,William Shatner,1994,HarperTorch,22,Graphic Novels
0060934727,Mike Nelson's Death Rat! : A Novel,Michael J. Nelson,2003,Perennial Currents,9,History
0375403671,Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,STEPHEN KENDRICK,2001,Pantheon,36,Travel
0670888214,Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),Larry Millett,1999,Viking Books,9,Horror
0380977788,Coraline,Neil Gaiman,2002,HarperCollins,26,Graphic Novels
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,26,Drama
0375421726,Nigger - The Strange Career of a Troublesome Word,Randall Kennedy,2002,Pantheon Books,18,Young Adult
0609805002,"My 1,000 Americans: A Year-Long Journey through the Personals",Rochelle Morton,2001,Three Rivers Press (CA),36,Self-Help
1891053426,Best of Temp Slave,Jeff Kelly,1997,Garrett County Press,12,Cookbooks
0393049272,Bodies in Motion and at Rest: On Metaphor and Mortality,Thomas Lynch,2000,W.W. Norton &amp; Company,37,Graphic Novels
0140099182,None but a blockhead: On being a writer,Larry L King,1987,Viking Penguin,29,Young Adult
0385319932,"The Napoleon of Crime : The Life and Times of Adam Worth, Master Thief",BEN MACINTYRE,1998,Delta,22,Biography
0684853205,A Mind of Its Own: A Cultural History of the Penis,David M. Friedman,2001,Free Press,9,Poetry
0609802437,Great Moments in Sex,Cheryl Rilly,1999,Three Rivers Press (CA),27,Science Fiction
0765347415,Terminator 3: Rise of the Machines,David Hagberg,2003,Tor Books,19,Fantasy
0425071081,Don Juan McQueen,Eugenia Price,1984,Berkley Publishing Group,27,Young Adult
8408043641,La Sombra Del Viento/The Shadow Of The Wind,Carlos Ruiz Zafon,2003,Planeta Pub Corp,30,Romance
8804367199,Croce e delizia (I Libri di Luciano De Crescenzo),Luciano De Crescenzo,1993,A. Mondadori,23,Poetry
0393956571,Western Civilizations,Edward McNall Burns,1988,W.W. Norton &amp; Company Ltd,15,Cookbooks
0805324305,Information Systems: A Management Perspective,Steven Alter,1996,Addison-Wesley Pub Co,19,Horror
2710305089,Pour en finir avec le travail,Xavier Patier,1992,La Table ronde,21,History
2070368378,Eloge de la fessÃ?Â©e,Jacques Serguine,1976,Gallimard,25,Memoir
3462025376,Der MÃ?Â¶rder mit der Strumpfhose. Kommissar Schneider wird zum Elch.,Helge Schneider,1996,Kiepenheuer &amp; Witsch,26,Adventure
0553571818,Long After Midnight,IRIS JOHANSEN,1997,Bantam,27,Horror
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,23,Memoir
0812550390,Listeners,Christopher Pike,1998,Tor Books (Mm),25,Fiction
2877141519,Salammbo (World Classics),Gustave Flaubert,1999,Brooking International,10,Drama
0965881199,The Diaries of Adam and Eve,Mark Twain,1998,Fair Oaks Press,16,Romance
1573928275,The Diaries of Adam and Eve (Literary Classics),Mark Twain,2000,Prometheus Books,35,Memoir
014011906X,Fire on the Mountain,Anita Desai,1990,Penguin USA,37,Biography
0920109020,Alone in the Australian Outback,Gladys Taylor,1984,Deadwood Pub Ltd,23,Fantasy
0345377494,Box Socials,W. P. Kinsella,1992,Ballantine Books,8,Travel
0590960369,Golf Hall of Shame-12 Copy Prepak,Bruce Nash,1989,Pocket Books,18,Science Fiction
0152009604,User Unfriendly,Vivian Vandevelde,1991,Harcourt Childrens Books,24,Historical Fiction
0393038025,Rl's Dream: A Novel,Walter Mosley,1995,W. W. Norton &amp; Company,27,Thriller
0771014929,Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),GAIL BOWEN,2000,McClelland &amp; Stewart,21,Fantasy
0060931809,The Map That Changed the World : William Smith and the Birth of Modern Geology,Simon Winchester,2002,Perennial,17,Horror
1566199697,Metamorphoses and Other Stories,Franz Kafka,1996,Dorset Press,24,Cookbooks
0451527496,The Arabian Nights: More Marvels and Wonders of the Thousand and One Nights,Jack David Zipes,1999,Signet Classics,15,Young Adult
0451525426,Arabian Nights: The Marvels and Wonders of the Thousand and One Nights,Jack Zipes,1991,Signet Classics,17,Romance
0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R.R. Martin,1997,Spectra Books,33,Thriller
0553579908,"A Clash of Kings (A Song of Fire and Ice, Book 2)",George R. R. Martin,2000,Spectra Books,28,Thriller
055357342X,"A Storm of Swords (A Song of Ice and Fire, Book 3)",GEORGE R.R. MARTIN,2003,Spectra,10,Romance
0440211158,Skin,Kathe Koja,1994,Dell Publishing Company,19,Thriller
1885211279,There's No Toilet Paper on the Road Less Traveled: The Best of Travel Humor and Misadventure (Travelers' Tales Guides),Doug Lansky,1998,Travelers' Tales Guides,24,Travel
2290044067,Message des hommes vrais au monde mutant,Marlo Morgan,1999,J'ai lu,27,Self-Help
0821739514,Privileged Information,Stephen White,1996,Kensington Pub Corp,22,Young Adult
0553280147,Till We Meet Again,Judith Krantz,1989,Bantam Books,32,Historical Fiction
0821730894,Sea Devil,Richard Henrick,1990,Kensington Pub Corp (Mm),20,Fiction
0553245716,Scents,Johanna Kingsley,1984,Bantam Books,33,Horror
0345391055,Disclosure,Michael Crichton,1994,Ballantine Books,34,Graphic Novels
0553243055,Firefox Down,Craig Thomas,1984,Bantam Doubleday Dell,27,Horror
0312979479,And Then There Were None : A Novel,Agatha Christie,2001,St. Martin's Paperbacks,29,Horror
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,12,Fiction
0449244679,Answer As a Man,Taylor Caldwell,1982,Ballantine Books,32,Travel
0671681036,ALL MY FRIENDS ARE GOING TO BE STRANGERS (Touchstone Book),Larry McMurtry,1989,Simon &amp; Schuster,32,History
068480087X,POSTCARDS,Annie Proulx,1994,Scribner,21,Biography
0743407067,The First Time,Joy Fielding,2001,Pocket Star,16,Biography
0515131083,Plantation: A Lowcountry Tale,Dorothea Benton Frank,2001,Jove Books,16,Fantasy
1585420654,God Is No Laughing Matter: Observations and Objections on the Spiritual Path,Julia Cameron,2000,Jeremy P. Tarcher,11,Young Adult
1587430665,Living on the Borders: What the Church Can Learn from Ethnic Immigrant Cultures,Mark Griffin,2004,Brazos Press,20,Historical Fiction
0684843110,Pilgrim Souls : A Collection of Spiritual Autobiography,Elizabeth Powers,1999,Touchstone,18,Memoir
156955028X,All You Really Need to Know about Prayer You Can Learn from the Poor,Louise Perrotta,1996,Servant Publications,14,Cookbooks
0446679763,The Red Hat Society(TM) : Fun and Friendship After Fifty,Sue Ellen Cooper,2004,Warner Books,18,Travel
0867162791,Wild Man's Journey: Reflections on Male Spirituality,Richard Rohr,1996,Saint Anthony Messenger Press and Franciscan,19,Travel
0452274664,The Autobiography of My Mother,Jamaica Kincaid,1997,Plume Books,27,Science Fiction
0064403645,The Half-a-Moon Inn,Paul Fleischman,1991,HarperTrophy,31,Young Adult
1400032806,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,2004,Anchor,19,Cookbooks
0140262776,Criminals,Margot Livesey,1997,Penguin Books,29,Cookbooks
0385317042,My Sister's Bones,CATHI HANAUER,1997,Dell,27,Horror
0393029875,My Sisters Keeper: Learning to Cope With a Sibling's Mental Illness,Margaret Moorman,1992,W W Norton &amp; Co Inc,18,Self-Help
0743243315,Brick Lane : A Novel,Monica Ali,2004,Scribner,8,Adventure
0743407059,The First Time,Joy Fielding,2000,Atria,14,Memoir
1400061598,"The Art of Mending : A Novel (Berg, Elizabeth)",ELIZABETH BERG,2004,Random House,35,Graphic Novels
0452283280,Sister Noon,Karen Joy Fowler,2002,Plume Books,30,Travel
0743407083,Grand Avenue,Joy Fielding,2002,Pocket Star,34,Cookbooks
0446532444,Three Weeks with My Brother,Micah Sparks,2004,Warner Books,35,Romance
0446533041,Good Grief : A Novel,Lolly Winston,2004,Warner Books,37,Cookbooks
0375413278,Rapture,SUSAN MINOT,2002,Knopf,36,Fantasy
1892738341,Daddy's Girl,Charlotte Vale Allen,2002,Island Nation Press,8,History
0743483014,Irish Girls About Town : An Anthology of Short Stories,Maeve Binchy,2004,Pocket,27,Thriller
0393029603,The Book of Embraces,Eduardo H. Galeano,1991,W W Norton &amp; Co Inc,29,Mystery
0312093004,A Safe Place to Die,Janice Law,1993,St Martins Pr,25,Historical Fiction
0451184149,My Soul to Keep,Judith Hawkes,1997,Signet Book,11,Fantasy
0380005239,Go Ask Alice (Avon/Flare Book),James Jennings,1991,Avon Books,34,Biography
0231121008,The Vital Illusion,Jean Baudrillard,2001,Columbia University Press,29,Young Adult
0064401774,More Scary Stories To Tell In The Dark,Alvin Schwartz,1986,HarperTrophy,33,Cookbooks
0380732238,Smack,Melvin Burgess,1999,HarperTempest,11,Mystery
1571740562,Conversations With God : An Uncommon Dialogue (Book 2),Neale Donald Walsch,1997,Hampton Roads Publishing Company,29,Fantasy
0399142789,Conversations with God : An Uncommon Dialogue (Book 1),Neale Donald Walsch,1996,Putnam Publishing Group,9,Cookbooks
0375406530,Waiting,Ha Jin,1999,Pantheon Books,13,Fantasy
006000438X,The Death of Vishnu: A Novel,Manil Suri,2002,Perennial,26,Poetry
0679411267,The End of the Pier,Martha Grimes,1992,Random House Inc,13,Young Adult
0375412557,Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES,2001,Knopf,22,Poetry
0312169868,The River Beyond the World,Janet Peery,1997,Picador USA,31,Fiction
0374129983,The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux,35,Travel
067003178X,The Kitchen Boy,Robert Alexander,2003,Viking Books,19,Poetry
0688176992,Finding Fish: A Memoir,Antwone Quenton Fisher,2001,William Morrow &amp; Company,32,Horror
0312032978,Brighten the Corner Where You Are,Fred Chappell,1989,St Martins Pr,34,Self-Help
0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,1988,Knopf,23,Historical Fiction
0786866470,When My Sister Was Cleopatra Moon,Frances Park,2000,Miramax,8,Young Adult
0385318782,Talk Before Sleep,Elizabeth Berg,1997,Dell,27,Historical Fiction
1879941201,The Women on the Porch (Southern Classics Series),Caroline Gordon,2000,J. S. Sanders and Company,23,Science
0060920076,Affliction,Russell Banks,1990,Perennial,35,Science
0679437452,Range of Motion,Elizabeth Berg,1995,Random House Inc,32,Adventure
1931561648,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,MacAdam/Cage Publishing,20,Cookbooks
0060517794,Little Altars Everywhere,Rebecca Wells,2003,HarperTorch,13,Poetry
0553296124,"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,1998,Bantam,29,Romance
0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1997,Del Rey,29,Historical Fiction
0380701340,Creed for the Third Millennium,Colleen McCullough,1986,Avon,24,Adventure
0373260474,Murder Of Muriel Lake,Shannon O'Cork,1990,Worldwide Library,30,Historical Fiction
1588515281,Heir to Betrayal,Larry Kirk,2001,Publishamerica,10,History
0679450041,The Amazing Adventures of Kavalier &amp; Clay: A Novel,Michael Chabon,2000,Random House,26,Drama
0241130522,Scarfe Land,Gerald Scarfe,1990,Hamish Hamilton,20,Self-Help
0413722309,The If... Files,Steve Bell,1997,Methuen Publishing Ltd,15,Travel
0413725405,Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures,Steve Bell,1999,Methuen Publishing Ltd,8,Science Fiction
1853830852,Turn over a New Leaf: Green Cartoons for Care,Mark Bryant,1990,Stylus Pub Llc,12,Self-Help
0859533565,War and Peace,Toni Goffe,1991,Child's Play International Ltd,8,Science
0413624501,"The True Confessions of Adrian Albert Mole, Margaret Hilda Roberts and Susan Lilian Townsend",Sue Townsend,1989,Methuen Publishing Ltd,30,Mystery
1857141296,Dinosaur Roar!: Board Book,Henrietta Stickland,1997,Ragged Bears,17,Historical Fiction
0745321992,Regime Unchanged,Milan Rai,2003,PLUTO PRESS,20,Self-Help
1860466095,Rings of Saturn,W G Sebald,1999,Havill Pr,35,Travel
0140350748,The Jungle Book (Puffin Classics),Rudyard Kipling,1987,Penguin USA,21,Biography
1853912352,Desserts (Merehurst Cookery),Mandy Wagstaff,1991,Murdoch Books UK,12,Science Fiction
0201050714,The Continuum Concept: In Search of Happiness Lost (Classics in Human Development),Jean Liedloff,1986,Addison Wesley Publishing Company,19,Drama
0802116175,Great Apes,Will Self,1997,Pub Group West,21,Young Adult
0140185011,Travels With My Aunt (Twentieth Century Classics),Graham Greene,1993,Penguin Books,11,Romance
0140298363,Mr Phillips,John Lanchester,2001,Penguin Books,10,Biography
0451146425,Lie Down With Lions,Ken Follett,1986,New Amer Library (Mm),12,Historical Fiction
0877738513,Art of Peace (Shambhala Pocket Classics),JOHN STEVENS,1992,Shambhala,26,Drama
0380817446,The Legend of Bagger Vance,Steven Pressfield,2000,HarperTorch,17,Memoir
0440862809,"Teenage Mutant Ninja Turtles: Lean, Green and on the Screen",B.B. Hillier,1990,Random House Children's Books (A Division of Random House Group),11,Science Fiction
0571197272,Birds of America,Lorrie Moore,0,Faber Faber Inc,17,Self-Help
0345300203,The Outside Man,Richard North Patterson,1995,Ballantine Books,8,Fantasy
0451167309,Paper Money,Ken Follett,1996,Signet Book,34,Horror
0440154731,Jailbird,Kurt Vonnegut,1992,Dell Publishing Company,29,Fantasy
0553579835,The Matarese Countdown,Robert Ludlum,1998,Bantam Books,17,Self-Help
0449224775,The Scarlet Ruse,John D. MacDonald,1996,Fawcett Books,8,Memoir
0345379330,"Mostly Harmless (Hitchhiker's Trilogy, No 5)",Douglas Adams,1993,Ballantine Books,24,Fiction
1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,Multnomah,33,Horror
0590371258,Out of the Dust (Apple Signature Edition),Karen Hesse,1999,Scholastic,11,Cookbooks
1573227226,Lambs of God,Marlene Day,1999,Riverhead Books,23,Travel
0670871753,The Listmaker,Robin Klein,1997,Viking Books,31,Historical Fiction
0151446474,The Name of the Rose,Umberto Eco,1983,Harcourt,8,Young Adult
0670813028,It,Stephen King,1986,Viking Books,13,Science Fiction
0810922975,How to Visit a Museum,David Finn,1985,Harry N Abrams,20,Travel
0761520937,Homeschooling: The Teen Years : Your Complete Guide to Successfully Homeschooling the 13- To 18-Year Old (Prima Home Learning Library),Cafi Cohen,2000,Prima Lifestyles,30,Horror
0785281754,The Successful Homeschool Family Handbook,Raymond S. Moore,1994,Nelson Books,35,Travel
0345405730,"Dreamers, Discoverers and Dynamos : How to Help the Child Who Is Bright, Bored and Having Problems in School",Lucy Jo Palladino,1999,Ballantine Books,18,Historical Fiction
0451197410,How Stella Got Her Groove Back,Terry McMillan,1998,Signet Book,15,Travel
0761522557,Homeschoolers' Success Stories : 15 Adults and 12 Young People Share the Impact That Homeschooling Has Made on Their Lives,Linda Dobson,2000,Prima Lifestyles,34,Adventure
0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,18,Horror
0399151516,Reckless Abandon,Stuart Woods,2004,Putnam Publishing Group,26,Memoir
0399151435,A Death in Vienna,Daniel Silva,2004,Putnam Publishing Group,17,Poetry
0451210220,The First Law,John T. Lescroart,2004,Signet Book,8,History
0399148515,The English Assassin,Daniel Silva,2002,G. P. Putnam's Sons,11,Travel
0886777771,"River of Blue Fire (Otherland, Volume 2)",Tad Williams,1998,Daw Books,21,Biography
0445406518,Crocodile on the Sandbank,Elizabeth Peters,1988,Warner Books,23,Fiction
0671697978,"MONSTERS AND MAGICIANS (Stairway to Forever, Bk 2)",Robert Adams,1989,Baen,10,Fantasy
0441317480,Hard Sell,Piers Anthony,1993,Ace Books,34,Graphic Novels
0345405625,The Great War: Walk in Hell,Harry Turtledove,2000,Del Rey Books,21,Graphic Novels
0345406141,How Few Remain,Harry Turtledove,1998,Del Rey Books,19,Thriller
0061006629,Fatherland,Robert Harris,1995,HarperTorch,27,Poetry
0553563696,"The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback))",MARGARET WEIS,1993,Bantam,26,Fantasy
0345431618,The Man Who Fell to Earth (Del Rey Impact),WALTER TEVIS,1999,Del Rey,13,Thriller
0553567713,Into the Labyrinth (Death Gate Cycle (Paperback)),MARGARET WEIS,1994,Spectra,37,Memoir
0553286390,"Dragon Wing (The Death Gate Cycle, Book 1)",Margaret Weis,1990,Bantam,27,Historical Fiction
0345301293,Blade Runner,Philip K. Dick,1982,Del Rey Books,18,Science
0345382412,"In the Balance (Worldwar Series, Volume 1)",Harry Turtledove,1994,Ballantine Books,30,Adventure
0345389972,"Tilting the Balance (Worldwar Series, Volume 2)",Harry Turtledove,1995,Ballantine Books,19,Fiction
0345402219,"Upsetting the Balance (Worldwar Series, Volume 3)",Harry Turtledove,1996,Ballantine Books,29,Historical Fiction
0345405501,"Striking the Balance (Worldwar Series, Volume 4)",Harry Turtledove,1996,Ballantine Books,25,Cookbooks
0671654349,STAIRWAY TO FOREVE,Robert Adams,1988,Baen,27,Thriller
0671832174,BK DUN COW,Walter Wangerin,1979,Pocket,15,History
0881845531,The Zap Gun,Philip K. Dick,1989,Carroll &amp; Graf Publishers,24,Mystery
076534128X,Rebekah (Women of Genesis),Orson Scott Card,2002,Forge Books,19,Memoir
0441662382,Phthor,Piers Anthony,1988,Ace Books,33,Fantasy
0345384687,The Guns of the South: A Novel of the Civil War,Harry Turtledove,1993,Del Rey Books,13,Memoir
0345353749,A Town Like Alice,Nevil Shute,1991,Ballantine Books,33,Mystery
1586481843,Franklin Delano Roosevelt: Champion of Freedom,Conrad Black,2003,PublicAffairs,33,Poetry
088184389X,Dr. Bloodmoney,Philip K. Dick,1988,Pub Group West,18,Horror
0460872583,The Island of Doctor Moreau (Everyman Paperback Classics),Brian Aldiss,1993,Everymans Library,23,Young Adult
0385333498,The Sirens of Titan,Kurt Vonnegut,1998,Delta Trade Paperbacks,15,Biography
0425043231,Man in a High Castle,Philip K. Dick,1979,Berkley Publishing Group,25,Science Fiction
0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,1991,Del Rey Books,33,Horror
0345314255,Sword of Shannara,Terry Brooks,1995,Del Rey Books,33,Fiction
0345305183,On a Pale Horse,Piers Anthony,1984,Ballantine Books,37,Young Adult
0380004933,Man Who Fell to Earth,Walter Tevis,1976,Avon,36,Poetry
0451132343,Firestarter,Stephen King,1984,Signet Book,23,Drama
0345279255,Castle Roogna,Piers Anthony,1979,Ballantine Books,16,Adventure
0451131312,Night Shift/Children of Corn,Stephen King,1984,Signet Book,22,Young Adult
0345272846,The Source of Magic,Anthony,1979,Del Rey Books,29,Poetry
0786884460,The Ice Master : The Doomed 1913 Voyage of the Karluk,Jennifer Niven,2001,Hyperion,18,Graphic Novels
0061031429,The Vendetta Defense,Lisa Scottoline,2002,HarperTorch,18,Science Fiction
